,rowid,pollid,pollster,location,startdate,enddate,samplesize,sampletype,methodology,candidate,percent
1741,1813,62541,YouGov,Texas,10/18/19,10/27/19,541,lv,Online,Booker,1.0
1742,1814,62541,YouGov,Texas,10/18/19,10/27/19,541,lv,Online,Ryan,1.0
1743,1815,62541,YouGov,Texas,10/18/19,10/27/19,541,lv,Online,Steyer,1.0
1744,1816,62541,YouGov,Texas,10/18/19,10/27/19,541,lv,Online,Williamson,1.0
1745,1817,62541,YouGov,Texas,10/18/19,10/27/19,541,lv,Online,Bennet,0.0
1746,1818,62541,YouGov,Texas,10/18/19,10/27/19,541,lv,Online,Bullock,0.0
1747,1819,62541,YouGov,Texas,10/18/19,10/27/19,541,lv,Online,Delaney,0.0
1748,1820,62541,YouGov,Texas,10/18/19,10/27/19,541,lv,Online,Messam,0.0
1749,1821,62541,YouGov,Texas,10/18/19,10/27/19,541,lv,Online,Sestak,0.0
1750,1826,62517,Suffolk University,,10/23/19,10/26/19,399,lv,Live Phone,Biden,26.07
1751,1827,62517,Suffolk University,,10/23/19,10/26/19,399,lv,Live Phone,Warren,16.79
1752,1828,62517,Suffolk University,,10/23/19,10/26/19,399,lv,Live Phone,Sanders,12.53
1753,1829,62517,Suffolk University,,10/23/19,10/26/19,399,lv,Live Phone,Buttigieg,9.77
1754,1830,62517,Suffolk University,,10/23/19,10/26/19,399,lv,Live Phone,Gabbard,3.51
1755,1831,62517,Suffolk University,,10/23/19,10/26/19,399,lv,Live Phone,Yang,2.51
1756,1832,62517,Suffolk University,,10/23/19,10/26/19,399,lv,Live Phone,Harris,2.51
1757,1833,62517,Suffolk University,,10/23/19,10/26/19,399,lv,Live Phone,Klobuchar,1.75
1758,1834,62517,Suffolk University,,10/23/19,10/26/19,399,lv,Live Phone,Booker,2.26
1759,1835,62517,Suffolk University,,10/23/19,10/26/19,399,lv,Live Phone,Bennet,0.25
1760,1836,62517,Suffolk University,,10/23/19,10/26/19,399,lv,Live Phone,Bullock,0.0
1761,1837,62517,Suffolk University,,10/23/19,10/26/19,399,lv,Live Phone,Castro,0.25
1762,1838,62517,Suffolk University,,10/23/19,10/26/19,399,lv,Live Phone,Delaney,0.0
1763,1839,62517,Suffolk University,,10/23/19,10/26/19,399,lv,Live Phone,Messam,0.25
1764,1840,62517,Suffolk University,,10/23/19,10/26/19,399,lv,Live Phone,O'Rourke,0.25
1765,1841,62517,Suffolk University,,10/23/19,10/26/19,399,lv,Live Phone,Sestak,0.25
1766,1842,62517,Suffolk University,,10/23/19,10/26/19,399,lv,Live Phone,Steyer,1.0
1767,1843,62517,Suffolk University,,10/23/19,10/26/19,399,lv,Live Phone,Williamson,0.75
1768,1844,62549,Siena College/New York Times Upshot,Florida,10/13/19,10/26/19,236,rv,Live Phone,Biden,27.0
1769,1845,62549,Siena College/New York Times Upshot,Florida,10/13/19,10/26/19,236,rv,Live Phone,Warren,19.0
1770,1846,62549,Siena College/New York Times Upshot,Florida,10/13/19,10/26/19,236,rv,Live Phone,Sanders,13.0
1771,1847,62549,Siena College/New York Times Upshot,Florida,10/13/19,10/26/19,236,rv,Live Phone,Buttigieg,5.0
1772,1848,62549,Siena College/New York Times Upshot,Florida,10/13/19,10/26/19,236,rv,Live Phone,Klobuchar,2.0
1773,1849,62549,Siena College/New York Times Upshot,Florida,10/13/19,10/26/19,236,rv,Live Phone,Harris,1.0
1774,1850,62549,Siena College/New York Times Upshot,Florida,10/13/19,10/26/19,236,rv,Live Phone,Gabbard,1.0
1775,1851,62549,Siena College/New York Times Upshot,Florida,10/13/19,10/26/19,236,rv,Live Phone,Yang,0.0
1776,1852,62549,Siena College/New York Times Upshot,Florida,10/13/19,10/26/19,236,rv,Live Phone,Booker,0.0
1777,1853,62549,Siena College/New York Times Upshot,Florida,10/13/19,10/26/19,236,rv,Live Phone,O'Rourke,0.0
1778,1854,62549,Siena College/New York Times Upshot,Florida,10/13/19,10/26/19,236,rv,Live Phone,Steyer,0.0
1779,1855,62549,Siena College/New York Times Upshot,Florida,10/13/19,10/26/19,236,rv,Live Phone,Castro,0.0
1780,1856,62551,Siena College/New York Times Upshot,North Carolina,10/13/19,10/26/19,324,rv,Live Phone,Biden,29.0
1781,1857,62551,Siena College/New York Times Upshot,North Carolina,10/13/19,10/26/19,324,rv,Live Phone,Warren,15.0
1782,1858,62551,Siena College/New York Times Upshot,North Carolina,10/13/19,10/26/19,324,rv,Live Phone,Sanders,13.0
1783,1859,62551,Siena College/New York Times Upshot,North Carolina,10/13/19,10/26/19,324,rv,Live Phone,Buttigieg,1.0
1784,1860,62551,Siena College/New York Times Upshot,North Carolina,10/13/19,10/26/19,324,rv,Live Phone,Klobuchar,0.0
1785,1861,62551,Siena College/New York Times Upshot,North Carolina,10/13/19,10/26/19,324,rv,Live Phone,Harris,1.0
1786,1862,62551,Siena College/New York Times Upshot,North Carolina,10/13/19,10/26/19,324,rv,Live Phone,Gabbard,1.0
1787,1863,62551,Siena College/New York Times Upshot,North Carolina,10/13/19,10/26/19,324,rv,Live Phone,Yang,0.0
1788,1864,62551,Siena College/New York Times Upshot,North Carolina,10/13/19,10/26/19,324,rv,Live Phone,Booker,1.0
1789,1865,62551,Siena College/New York Times Upshot,North Carolina,10/13/19,10/26/19,324,rv,Live Phone,O'Rourke,2.0
1790,1866,62551,Siena College/New York Times Upshot,North Carolina,10/13/19,10/26/19,324,rv,Live Phone,Steyer,0.0
1791,1867,62551,Siena College/New York Times Upshot,North Carolina,10/13/19,10/26/19,324,rv,Live Phone,Castro,0.0
1792,1868,62553,Siena College/New York Times Upshot,Wisconsin,10/13/19,10/26/19,292,lv,Live Phone,Biden,23.0
1793,1869,62553,Siena College/New York Times Upshot,Wisconsin,10/13/19,10/26/19,292,lv,Live Phone,Warren,25.0
1794,1870,62553,Siena College/New York Times Upshot,Wisconsin,10/13/19,10/26/19,292,lv,Live Phone,Sanders,20.0
1795,1871,62553,Siena College/New York Times Upshot,Wisconsin,10/13/19,10/26/19,292,lv,Live Phone,Buttigieg,5.0
1796,1872,62553,Siena College/New York Times Upshot,Wisconsin,10/13/19,10/26/19,292,lv,Live Phone,Klobuchar,0.0
1797,1873,62553,Siena College/New York Times Upshot,Wisconsin,10/13/19,10/26/19,292,lv,Live Phone,Harris,1.0
1798,1874,62553,Siena College/New York Times Upshot,Wisconsin,10/13/19,10/26/19,292,lv,Live Phone,Gabbard,1.0
1799,1875,62553,Siena College/New York Times Upshot,Wisconsin,10/13/19,10/26/19,292,lv,Live Phone,Yang,2.0
1800,1876,62553,Siena College/New York Times Upshot,Wisconsin,10/13/19,10/26/19,292,lv,Live Phone,Booker,1.0
1801,1877,62553,Siena College/New York Times Upshot,Wisconsin,10/13/19,10/26/19,292,lv,Live Phone,O'Rourke,1.0
1802,1878,62553,Siena College/New York Times Upshot,Wisconsin,10/13/19,10/26/19,292,lv,Live Phone,Steyer,0.0
1803,1879,62553,Siena College/New York Times Upshot,Wisconsin,10/13/19,10/26/19,292,lv,Live Phone,Castro,0.0
1804,1880,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Biden,32.0
1805,1881,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Warren,22.0
1806,1882,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Sanders,15.0
1807,1883,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Buttigieg,6.0
1808,1884,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Harris,5.0
1809,1885,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Booker,2.0
1810,1886,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Klobuchar,2.0
1811,1887,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Yang,1.0
1812,1888,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,O'Rourke,1.0
1813,1889,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Gabbard,1.0
1814,1890,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Ryan,1.0
1815,1891,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Bullock,1.0
1816,1892,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Steyer,1.0
1817,1893,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Sestak,0.0
1818,1894,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Delaney,0.0
1819,1895,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Castro,0.0
1820,1896,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Williamson,0.0
1821,1897,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Bennet,0.0
1822,1898,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Messam,0.0
1823,1899,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Biden,49.0
1824,1900,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Warren,38.0
1825,1901,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Biden,60.0
1826,1902,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Sanders,28.0
1827,1903,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Biden,62.0
1828,1904,62555,Echelon Insights,,10/21/19,10/25/19,449,lv,Online,Harris,25.0
1829,1905,62550,Siena College/New York Times Upshot,Michigan,10/13/19,10/25/19,203,lv,Live Phone,Biden,30.0
1830,1906,62550,Siena College/New York Times Upshot,Michigan,10/13/19,10/25/19,203,lv,Live Phone,Warren,21.0
1831,1907,62550,Siena College/New York Times Upshot,Michigan,10/13/19,10/25/19,203,lv,Live Phone,Sanders,17.0
1832,1908,62550,Siena College/New York Times Upshot,Michigan,10/13/19,10/25/19,203,lv,Live Phone,Buttigieg,3.0
1833,1909,62550,Siena College/New York Times Upshot,Michigan,10/13/19,10/25/19,203,lv,Live Phone,Klobuchar,1.0
1834,1910,62550,Siena College/New York Times Upshot,Michigan,10/13/19,10/25/19,203,lv,Live Phone,Harris,0.0
1835,1911,62550,Siena College/New York Times Upshot,Michigan,10/13/19,10/25/19,203,lv,Live Phone,Gabbard,1.0
1836,1912,62550,Siena College/New York Times Upshot,Michigan,10/13/19,10/25/19,203,lv,Live Phone,Yang,1.0
1837,1913,62550,Siena College/New York Times Upshot,Michigan,10/13/19,10/25/19,203,lv,Live Phone,Booker,0.0
1838,1914,62550,Siena College/New York Times Upshot,Michigan,10/13/19,10/25/19,203,lv,Live Phone,O'Rourke,0.0
1839,1915,62550,Siena College/New York Times Upshot,Michigan,10/13/19,10/25/19,203,lv,Live Phone,Steyer,0.0
1840,1916,62550,Siena College/New York Times Upshot,Michigan,10/13/19,10/25/19,203,lv,Live Phone,Castro,0.0
1841,1917,62552,Siena College/New York Times Upshot,Pennsylvania,10/13/19,10/25/19,304,rv,Live Phone,Biden,28.0
1842,1918,62552,Siena College/New York Times Upshot,Pennsylvania,10/13/19,10/25/19,304,rv,Live Phone,Warren,16.0
1843,1919,62552,Siena College/New York Times Upshot,Pennsylvania,10/13/19,10/25/19,304,rv,Live Phone,Sanders,14.0
1844,1920,62552,Siena College/New York Times Upshot,Pennsylvania,10/13/19,10/25/19,304,rv,Live Phone,Buttigieg,4.0
1845,1921,62552,Siena College/New York Times Upshot,Pennsylvania,10/13/19,10/25/19,304,rv,Live Phone,Klobuchar,1.0
1846,1922,62552,Siena College/New York Times Upshot,Pennsylvania,10/13/19,10/25/19,304,rv,Live Phone,Harris,1.0
1847,1923,62552,Siena College/New York Times Upshot,Pennsylvania,10/13/19,10/25/19,304,rv,Live Phone,Gabbard,0.0
1848,1924,62552,Siena College/New York Times Upshot,Pennsylvania,10/13/19,10/25/19,304,rv,Live Phone,Yang,2.0
1849,1925,62552,Siena College/New York Times Upshot,Pennsylvania,10/13/19,10/25/19,304,rv,Live Phone,Booker,0.0
1850,1926,62552,Siena College/New York Times Upshot,Pennsylvania,10/13/19,10/25/19,304,rv,Live Phone,O'Rourke,0.0
1851,1927,62552,Siena College/New York Times Upshot,Pennsylvania,10/13/19,10/25/19,304,rv,Live Phone,Steyer,0.0
1852,1928,62552,Siena College/New York Times Upshot,Pennsylvania,10/13/19,10/25/19,304,rv,Live Phone,Castro,0.0
1853,1929,62548,Siena College/New York Times Upshot,Arizona,10/13/19,10/23/19,209,rv,Live Phone,Biden,24.0
1854,1930,62548,Siena College/New York Times Upshot,Arizona,10/13/19,10/23/19,209,rv,Live Phone,Warren,15.0
1855,1931,62548,Siena College/New York Times Upshot,Arizona,10/13/19,10/23/19,209,rv,Live Phone,Sanders,16.0
1856,1932,62548,Siena College/New York Times Upshot,Arizona,10/13/19,10/23/19,209,rv,Live Phone,Buttigieg,5.0
1857,1933,62548,Siena College/New York Times Upshot,Arizona,10/13/19,10/23/19,209,rv,Live Phone,Klobuchar,1.0
1858,1934,62548,Siena College/New York Times Upshot,Arizona,10/13/19,10/23/19,209,rv,Live Phone,Harris,3.0
1859,1935,62548,Siena College/New York Times Upshot,Arizona,10/13/19,10/23/19,209,rv,Live Phone,Gabbard,0.0
1860,1936,62548,Siena College/New York Times Upshot,Arizona,10/13/19,10/23/19,209,rv,Live Phone,Yang,1.0
1861,1937,62548,Siena College/New York Times Upshot,Arizona,10/13/19,10/23/19,209,rv,Live Phone,Booker,0.0
1862,1938,62548,Siena College/New York Times Upshot,Arizona,10/13/19,10/23/19,209,rv,Live Phone,O'Rourke,0.0
1863,1939,62548,Siena College/New York Times Upshot,Arizona,10/13/19,10/23/19,209,rv,Live Phone,Steyer,0.0
1864,1940,62548,Siena College/New York Times Upshot,Arizona,10/13/19,10/23/19,209,rv,Live Phone,Castro,0.0
1865,1941,62234,Harris Insights & Analytics,,10/21/19,10/22/19,440,rv,Online,Biden,27.0
1866,1942,62234,Harris Insights & Analytics,,10/21/19,10/22/19,440,rv,Online,Warren,19.0
1867,1943,62234,Harris Insights & Analytics,,10/21/19,10/22/19,440,rv,Online,Sanders,14.0
1868,1944,62234,Harris Insights & Analytics,,10/21/19,10/22/19,440,rv,Online,Buttigieg,6.0
1869,1945,62234,Harris Insights & Analytics,,10/21/19,10/22/19,440,rv,Online,Harris,5.0
1870,1946,62234,Harris Insights & Analytics,,10/21/19,10/22/19,440,rv,Online,O'Rourke,3.0
1871,1947,62234,Harris Insights & Analytics,,10/21/19,10/22/19,440,rv,Online,Booker,1.0
1872,1948,62234,Harris Insights & Analytics,,10/21/19,10/22/19,440,rv,Online,Klobuchar,1.0
1873,1949,62234,Harris Insights & Analytics,,10/21/19,10/22/19,440,rv,Online,Yang,2.0
1874,1950,62234,Harris Insights & Analytics,,10/21/19,10/22/19,440,rv,Online,Ryan,1.0
1875,1951,62234,Harris Insights & Analytics,,10/21/19,10/22/19,440,rv,Online,Bullock,0.0
1876,1952,62234,Harris Insights & Analytics,,10/21/19,10/22/19,440,rv,Online,Castro,1.0
1877,1953,62234,Harris Insights & Analytics,,10/21/19,10/22/19,440,rv,Online,Delaney,0.0
1878,1954,62234,Harris Insights & Analytics,,10/21/19,10/22/19,440,rv,Online,Gabbard,0.0
1879,1955,62234,Harris Insights & Analytics,,10/21/19,10/22/19,440,rv,Online,Steyer,1.0
1880,1956,62234,Harris Insights & Analytics,,10/21/19,10/22/19,440,rv,Online,Sestak,1.0
1881,1957,62234,Harris Insights & Analytics,,10/21/19,10/22/19,440,rv,Online,Messam,1.0
1882,1958,62234,Harris Insights & Analytics,,10/21/19,10/22/19,440,rv,Online,Williamson,0.0
1883,1959,62234,Harris Insights & Analytics,,10/21/19,10/22/19,440,rv,Online,Bennet,1.0
1884,1964,62241,YouGov,,10/20/19,10/22/19,628,lv,Online,Biden,24.0
1885,1965,62241,YouGov,,10/20/19,10/22/19,628,lv,Online,Warren,21.0
1886,1966,62241,YouGov,,10/20/19,10/22/19,628,lv,Online,Sanders,15.0
1887,1967,62241,YouGov,,10/20/19,10/22/19,628,lv,Online,Buttigieg,8.0
1888,1968,62241,YouGov,,10/20/19,10/22/19,628,lv,Online,Harris,5.0
1889,1969,62241,YouGov,,10/20/19,10/22/19,628,lv,Online,Yang,3.0
1890,1970,62241,YouGov,,10/20/19,10/22/19,628,lv,Online,Gabbard,3.0
1891,1971,62241,YouGov,,10/20/19,10/22/19,628,lv,Online,O'Rourke,2.0
1892,1972,62241,YouGov,,10/20/19,10/22/19,628,lv,Online,Booker,2.0
1893,1973,62241,YouGov,,10/20/19,10/22/19,628,lv,Online,Steyer,1.0
1894,1974,62241,YouGov,,10/20/19,10/22/19,628,lv,Online,Castro,1.0
1895,1975,62241,YouGov,,10/20/19,10/22/19,628,lv,Online,Klobuchar,1.0
1896,1976,62241,YouGov,,10/20/19,10/22/19,628,lv,Online,Ryan,1.0
1897,1977,62241,YouGov,,10/20/19,10/22/19,628,lv,Online,Williamson,1.0
1898,1978,62241,YouGov,,10/20/19,10/22/19,628,lv,Online,Bennet,1.0
1899,1979,62241,YouGov,,10/20/19,10/22/19,628,lv,Online,Delaney,0.0
1900,1980,62241,YouGov,,10/20/19,10/22/19,628,lv,Online,Bullock,0.0
1901,1981,62241,YouGov,,10/20/19,10/22/19,628,lv,Online,Messam,0.0
1902,1982,62241,YouGov,,10/20/19,10/22/19,628,lv,Online,Sestak,0.0
1903,1983,62441,Civiqs,Iowa,10/18/19,10/22/19,598,lv,Online,Warren,28.0
1904,1984,62441,Civiqs,Iowa,10/18/19,10/22/19,598,lv,Online,Buttigieg,20.0
1905,1985,62441,Civiqs,Iowa,10/18/19,10/22/19,598,lv,Online,Sanders,18.0
1906,1986,62441,Civiqs,Iowa,10/18/19,10/22/19,598,lv,Online,Biden,12.0
1907,1987,62441,Civiqs,Iowa,10/18/19,10/22/19,598,lv,Online,Klobuchar,4.0
1908,1988,62441,Civiqs,Iowa,10/18/19,10/22/19,598,lv,Online,Harris,3.0
1909,1989,62441,Civiqs,Iowa,10/18/19,10/22/19,598,lv,Online,Steyer,3.0
1910,1990,62441,Civiqs,Iowa,10/18/19,10/22/19,598,lv,Online,Gabbard,2.0
1911,1991,62441,Civiqs,Iowa,10/18/19,10/22/19,598,lv,Online,Yang,2.0
1912,1992,62441,Civiqs,Iowa,10/18/19,10/22/19,598,lv,Online,Booker,1.0
1913,1993,62441,Civiqs,Iowa,10/18/19,10/22/19,598,lv,Online,O'Rourke,1.0
1914,1994,62441,Civiqs,Iowa,10/18/19,10/22/19,598,lv,Online,Bennet,1.0
1915,1995,62441,Civiqs,Iowa,10/18/19,10/22/19,598,lv,Online,Delaney,0.0
1916,1996,62441,Civiqs,Iowa,10/18/19,10/22/19,598,lv,Online,Castro,0.0
1917,1997,62441,Civiqs,Iowa,10/18/19,10/22/19,598,lv,Online,Williamson,0.0
1918,1998,62441,Civiqs,Iowa,10/18/19,10/22/19,598,lv,Online,Bullock,0.0
1919,1999,62441,Civiqs,Iowa,10/18/19,10/22/19,598,lv,Online,Ryan,0.0
1920,2005,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Biden,28.0
1921,2006,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Sanders,18.0
1922,2007,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Warren,16.0
1923,2008,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Harris,6.0
1924,2009,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Yang,6.0
1925,2010,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,O'Rourke,3.0
1926,2011,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Buttigieg,3.0
1927,2012,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Booker,3.0
1928,2013,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Gabbard,2.0
1929,2014,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Klobuchar,2.0
1930,2015,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Castro,1.0
1931,2016,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Ryan,1.0
1932,2017,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Williamson,1.0
1933,2018,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Delaney,1.0
1934,2019,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Bullock,1.0
1935,2020,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Messam,0.3
1936,2021,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Bennet,0.3
1937,2022,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Steyer,0.2
1938,2023,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Sanders,23.0
1939,2024,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Warren,20.0
1940,2025,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Clinton,10.0
1941,2026,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Harris,9.0
1942,2027,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Yang,6.0
1943,2028,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Buttigieg,5.0
1944,2029,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Booker,4.0
1945,2030,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,O'Rourke,3.0
1946,2031,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Bennet,2.0
1947,2032,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Klobuchar,2.0
1948,2033,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Gabbard,2.0
1949,2034,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Steyer,2.0
1950,2035,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Bloomberg,1.0
1951,2036,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Ryan,1.0
1952,2037,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Delaney,1.0
1953,2038,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Castro,0.0
1954,2039,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Messam,0.0
1955,2040,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Bullock,0.0
1956,2041,62464,McLaughlin & Associates,,10/17/19,10/22/19,468,lv,Online,Williamson,0.0
1957,2046,62233,Emerson College,,10/18/19,10/21/19,430,lv,IVR/Online,Booker,2.5
1958,2047,62233,Emerson College,,10/18/19,10/21/19,430,lv,IVR/Online,Biden,27.4
1959,2048,62233,Emerson College,,10/18/19,10/21/19,430,lv,IVR/Online,Sanders,24.5
1960,2049,62233,Emerson College,,10/18/19,10/21/19,430,lv,IVR/Online,Warren,21.2
1961,2050,62233,Emerson College,,10/18/19,10/21/19,430,lv,IVR/Online,Buttigieg,6.4
1962,2051,62233,Emerson College,,10/18/19,10/21/19,430,lv,IVR/Online,Harris,4.6
1963,2052,62233,Emerson College,,10/18/19,10/21/19,430,lv,IVR/Online,Yang,4.4
1964,2053,62233,Emerson College,,10/18/19,10/21/19,430,lv,IVR/Online,O'Rourke,1.5
1965,2054,62233,Emerson College,,10/18/19,10/21/19,430,lv,IVR/Online,Castro,0.0
1966,2055,62233,Emerson College,,10/18/19,10/21/19,430,lv,IVR/Online,Klobuchar,1.0
1967,2056,62233,Emerson College,,10/18/19,10/21/19,430,lv,IVR/Online,Gabbard,2.8
1968,2057,62233,Emerson College,,10/18/19,10/21/19,430,lv,IVR/Online,Steyer,0.5
1969,2058,62233,Emerson College,,10/18/19,10/21/19,430,lv,IVR/Online,Delaney,0.2
1970,2059,62233,Emerson College,,10/18/19,10/21/19,430,lv,IVR/Online,Bullock,0.1
1971,2060,62233,Emerson College,,10/18/19,10/21/19,430,lv,IVR/Online,Sestak,0.3
1972,2061,62233,Emerson College,,10/18/19,10/21/19,430,lv,IVR/Online,Ryan,0.2
1973,2062,62233,Emerson College,,10/18/19,10/21/19,430,lv,IVR/Online,Bennet,0.1
1974,2063,62233,Emerson College,,10/18/19,10/21/19,430,lv,IVR/Online,Williamson,0.2
1975,2064,62236,Quinnipiac University,,10/17/19,10/21/19,713,rv,Live Phone,Biden,21.0
1976,2065,62236,Quinnipiac University,,10/17/19,10/21/19,713,rv,Live Phone,Sanders,15.0
1977,2066,62236,Quinnipiac University,,10/17/19,10/21/19,713,rv,Live Phone,O'Rourke,1.0
1978,2067,62236,Quinnipiac University,,10/17/19,10/21/19,713,rv,Live Phone,Harris,5.0
1979,2068,62236,Quinnipiac University,,10/17/19,10/21/19,713,rv,Live Phone,Warren,28.0
1980,2069,62236,Quinnipiac University,,10/17/19,10/21/19,713,rv,Live Phone,Booker,1.0
1981,2070,62236,Quinnipiac University,,10/17/19,10/21/19,713,rv,Live Phone,Klobuchar,3.0
1982,2071,62236,Quinnipiac University,,10/17/19,10/21/19,713,rv,Live Phone,Castro,1.0
1983,2072,62236,Quinnipiac University,,10/17/19,10/21/19,713,rv,Live Phone,Gabbard,1.0
1984,2073,62236,Quinnipiac University,,10/17/19,10/21/19,713,rv,Live Phone,Delaney,0.0
1985,2074,62236,Quinnipiac University,,10/17/19,10/21/19,713,rv,Live Phone,Buttigieg,10.0
1986,2075,62236,Quinnipiac University,,10/17/19,10/21/19,713,rv,Live Phone,Yang,1.0
